timestamp,roll,pitch,yaw,altitude,lat,lng
1683558766.5098147,-0.001820088247768581,0.24520455300807953,-0.11814466863870621,584.5599975585938,-353632621,1491652374
1683558767.5085764,-0.0018457566620782018,0.24518954753875732,-0.1181585043668747,584.7000122070312,-353632621,1491652374
1683558768.5082967,-0.0018115808488801122,0.24521444737911224,-0.11815046519041061,584.739990234375,-353632621,1491652374
1683558769.5081048,-0.0017989835469052196,0.2452492117881775,-0.11816277354955673,584.4299926757812,-353632621,1491652374
1683558770.5076134,-0.0018041698494926095,0.24524155259132385,-0.11819709092378616,584.7699584960938,-353632621,1491652374
1683558771.5071447,-0.0018398970132693648,0.24521584808826447,-0.11823103576898575,584.510009765625,-353632621,1491652374
1683558772.5083108,-0.0018580268369987607,0.2451920062303543,-0.11826622486114502,584.5700073242188,-353632621,1491652374
1683558773.5079908,-0.0018354197964072227,0.2452167570590973,-0.11826232820749283,584.5899658203125,-353632621,1491652374
1683558774.508454,-0.0018093034159392118,0.24523945152759552,-0.11828256398439407,584.3900146484375,-353632621,1491652374
1683558775.5080879,-0.0018150111427530646,0.24523763358592987,-0.11831829696893692,584.6199951171875,-353632621,1491652374
1683558776.5078795,-0.0018328203586861491,0.24521374702453613,-0.11836197972297668,584.5899658203125,-353632621,1491652374
1683558777.5074134,-0.00185715826228261,0.2451860010623932,-0.1183992400765419,584.6699829101562,-353632621,1491652374
1683558778.507264,-0.001846666564233601,0.24518455564975739,-0.1184026449918747,584.6199951171875,-353632621,1491652374
1683558779.5066504,-0.0018087521893903613,0.2452177256345749,-0.11840292811393738,584.47998046875,-353632621,1491652374
1683558780.5022237,-0.0018012471264228225,0.24521875381469727,-0.11842656135559082,584.5499877929688,-353632621,1491652374
1683558781.5040135,-0.0018197753233835101,0.24520030617713928,-0.1184634268283844,584.219970703125,-353632621,1491652374
1683558782.5037358,-0.0018314147600904107,0.2451673299074173,-0.11850082129240036,584.6199951171875,-353632621,1491652374
1683558783.5034173,-0.001821581507101655,0.245148703455925,-0.11852141469717026,584.4299926757812,-353632621,1491652374
1683558784.503964,-0.0017778888577595353,0.24518856406211853,-0.11853081732988358,584.2799682617188,-353632621,1491652374
1683558785.5034623,-0.0017673951806500554,0.2451951652765274,-0.1185498759150505,584.239990234375,-353632621,1491652374
1683558786.5037901,-0.0017726655350998044,0.2451988309621811,-0.11859387159347534,584.510009765625,-353632621,1491652374
1683558787.5034068,-0.0017835594480857253,0.2451760172843933,-0.11863134801387787,584.4599609375,-353632621,1491652374
1683558788.5038877,-0.0017960803816094995,0.2451595813035965,-0.11866412311792374,584.1199951171875,-353632621,1491652374
1683558789.5041902,-0.0017443166580051184,0.2451929897069931,-0.11866172403097153,584.4400024414062,-353632621,1491652374
1683558790.5040023,-0.0017270880052819848,0.24520274996757507,-0.11868521571159363,584.0700073242188,-353632621,1491652374
1683558791.4992855,-0.0017372259171679616,0.24519295990467072,-0.11871781945228577,584.3999633789062,-353632621,1491652374
1683558792.4994223,-0.0017621329752728343,0.2451757788658142,-0.11875537782907486,584.3300170898438,-353632621,1491652374
1683558793.5002558,-0.0017964716535061598,0.2451595664024353,-0.11878998577594757,584.1699829101562,-353632621,1491652374
1683558794.5004046,-0.0017538218526169658,0.245195209980011,-0.11876892298460007,584.0599975585938,-353632621,1491652374
1683558795.5000024,-0.0017270630924031138,0.24521130323410034,-0.1187823936343193,584.0800170898438,-353632621,1491652374
1683558796.500376,-0.0017247508512809873,0.2452106773853302,-0.11881740391254425,584.2699584960938,-353632621,1491652374
1683558797.5014195,-0.0017291659023612738,0.24519842863082886,-0.11885898560285568,584.3399658203125,-353632621,1491652374
1683558798.4970725,-0.001752949901856482,0.24518047273159027,-0.11889473348855972,584.0800170898438,-353632621,1491652374
1683558799.4994516,-0.001722828601486981,0.24520134925842285,-0.11888257414102554,584.2699584960938,-353632621,1491652374
1683558800.50045,-0.0016947033582255244,0.24521960318088531,-0.11888500303030014,583.989990234375,-353632621,1491652374
1683558801.4968305,-0.0016824370250105858,0.24521292746067047,-0.11889348924160004,584.3599853515625,-353632621,1491652374
1683558802.497137,-0.0016884023789316416,0.24520252645015717,-0.11891701072454453,584.3099975585938,-353632621,1491652374
1683558803.4986348,-0.001726583344861865,0.24518093466758728,-0.11895354837179184,584.4500122070312,-353632621,1491652374
1683558804.4950044,-0.0017205551266670227,0.24519173800945282,-0.1189524382352829,584.510009765625,-353632621,1491652374
1683558805.4952176,-0.0016818289877846837,0.24520565569400787,-0.11893818527460098,584.1300048828125,-353632621,1491652374
1683558806.4956844,-0.0016769515350461006,0.24521315097808838,-0.11895785480737686,584.1599731445312,-353632621,1491652374
1683558807.496803,-0.0016896745655685663,0.24520978331565857,-0.11899181455373764,584.3399658203125,-353632621,1491652374
1683558808.4977326,-0.001715867081657052,0.24518431723117828,-0.1190178394317627,584.239990234375,-353632621,1491652374
1683558809.4926682,-0.0017171965446323156,0.24518615007400513,-0.11902882158756256,584.4299926757812,-353632621,1491652374
1683558810.4921696,-0.0016715334495529532,0.24520976841449738,-0.11899852752685547,584.3099975585938,-353632621,1491652374
1683558811.4924695,-0.0016674705548211932,0.24520887434482574,-0.11899732798337936,584.239990234375,-353632621,1491652374
1683558812.492363,-0.0016741259023547173,0.24520136415958405,-0.11901840567588806,584.5299682617188,-353632621,1491652374
1683558813.493999,-0.0016985288821160793,0.24518008530139923,-0.11904436349868774,584.2999877929688,-353632621,1491652374
1683558814.495116,-0.0017325762892141938,0.24516847729682922,-0.11906375735998154,584.5800170898438,-353632621,1491652374
1683558815.4934494,-0.0016928891418501735,0.2452106922864914,-0.11901883780956268,584.4099731445312,-353632621,1491652374
1683558816.4909954,-0.0016755962278693914,0.24522307515144348,-0.11901674419641495,584.3099975585938,-353632621,1491652374
1683558817.4927669,-0.0016763455932959914,0.24521955847740173,-0.11902520805597305,584.6400146484375,-353632621,1491652374
1683558818.4930139,-0.0016851050313562155,0.24519264698028564,-0.119045190513134,584.3599853515625,-353632621,1491652374
1683558819.4891527,-0.0016968651907518506,0.24516913294792175,-0.11905878037214279,584.2699584960938,-353632621,1491652374
1683558820.4905148,-0.0016514615854248405,0.24519741535186768,-0.11902482807636261,584.5899658203125,-353632621,1491652374
1683558821.4905713,-0.0016213383059948683,0.24520909786224365,-0.11901823431253433,584.3200073242188,-353632621,1491652374
1683558822.4905827,-0.001643011230044067,0.24521176517009735,-0.11903011798858643,584.260009765625,-353632621,1491652374
1683558823.4905422,-0.0016641613328829408,0.24520260095596313,-0.1190466359257698,584.3900146484375,-353632621,1491652374
1683558824.4917896,-0.0016861145850270987,0.24518179893493652,-0.11905742436647415,584.3200073242188,-353632621,1491652374
1683558825.4922552,-0.001652063918299973,0.24519594013690948,-0.11903128772974014,584.5800170898438,-353632621,1491652374
1683558826.4870265,-0.001638825866393745,0.24523143470287323,-0.11902686953544617,584.3800048828125,-353632621,1491652374
1683558827.4886181,-0.0016369272489100695,0.24522660672664642,-0.11904312670230865,584.6900024414062,-353632621,1491652374
1683558828.4882638,-0.0016626894939690828,0.24520385265350342,-0.11905716359615326,584.6400146484375,-353632621,1491652374
1683558829.4866545,-0.0016878556925803423,0.24517707526683807,-0.11907538771629333,584.3699951171875,-353632621,1491652374
1683558830.4869316,-0.001678444561548531,0.24519295990467072,-0.11905111372470856,584.5,-353632621,1491652374
1683558831.4875474,-0.0016544732498005033,0.24522718787193298,-0.11901694536209106,584.6300048828125,-353632621,1491652374
1683558832.4875557,-0.0016512272413820028,0.24521569907665253,-0.11902910470962524,584.5,-353632621,1491652374
